id,Title,Year,Age rate,Release date,Genre,Animation,Family,Romance,nan,Documentary,Action,Music,Horror,Comedy,Adventure,History,War,Short,Film-Noir,Adult,Crime,Drama,Thriller,Mystery,Sport,Musical,Sci-Fi,Biography,Fantasy,Western
848,The Spitfire Grill,1996,PG-13,06 Sep 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
849,Escape from L.A.,1996,R,09 Aug 1996,"Action, Adventure, Sci-Fi",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
850,Cyclo,1995,UNRATED,02 Aug 1996,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
851,Basquiat,1996,R,09 Aug 1996,"Biography, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
852,Tin Cup,1996,R,16 Aug 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
853,Dingo,1992,PG,31 Jan 1992,"Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
854,The Ballad of Narayama,1958,UNRATED,19 Jun 1961,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
855,Un week-end sur deux,1990,UNRATED,29 Aug 1990,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
856,Mille bolle blu,1993,UNRATED,17 Sep 1993,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
857,Wuya yu maque,1949,UNRATED,,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
858,The Godfather,1972,R,24 Mar 1972,"Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
859,The Hippie Revolution,1996,UNRATED,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
861,Supercop,1992,R,26 Jul 1996,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
862,Manny & Lo,1996,R,26 Jul 1996,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
863,Celestial Clockwork,1994,UNRATED,17 May 1995,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
864,The Wife,1995,R,16 Aug 1996,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
865,Small Faces,1995,R,14 Aug 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
866,Bound,1996,R,04 Oct 1996,"Crime, Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
867,Carpool,1996,PG,23 Aug 1996,Comedy,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
868,Death in Brunswick,1991,R,25 Apr 1991,"Comedy, Crime, Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
869,Kansas City,1996,R,16 Aug 1996,"Crime, Drama, Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
870,Gone Fishin',1997,PG,30 May 1997,"Comedy, Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
871,Lover's Knot,1996,R,12 Jul 1996,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
872,Vive L'Amour,1994,UNRATED,22 Jul 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
873,Shadow of Angels,1976,UNRATED,01 Jun 1983,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
874,Killer: A Journal of Murder,1995,R,06 Sep 1996,"Biography, Crime, Drama",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False
875,Nothing to Lose,1994,R,,"Action, Crime, Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
876,Once a Cop,1993,R,21 Oct 1993,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
877,Girls Town,1996,R,21 Aug 1996,"Comedy, Drama",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
878,Bye-Bye,1995,UNRATED,13 Sep 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
879,The Relic,1997,R,10 Jan 1997,"Horror, Mystery, Sci-Fi",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
880,The Island of Dr. Moreau,1996,PG-13,23 Aug 1996,"Horror, Sci-Fi, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
881,First Kid,1996,PG,30 Aug 1996,"Family, Comedy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
882,The Trigger Effect,1996,R,30 Aug 1996,"Drama, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
884,Sweet Nothing,1995,R,06 Sep 1996,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
885,Bogus,1996,PG,06 Sep 1996,"Comedy, Family, Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
886,Bulletproof,1996,R,06 Sep 1996,"Action, Comedy, Crime",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
887,Talk of Angels,1998,PG-13,30 Oct 1998,"Drama, Romance, War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
888,The Land Before Time III: The Time of the Great Giving,1995,G,15 Dec 1995,"Animation, Adventure, Family",True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
889,1-900,1994,UNRATED,01 Sep 1994,"Romance, Drama",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
890,Baton Rouge,1988,UNRATED,10 Oct 1988,"Crime, Mystery, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
891,Halloween: The Curse of Michael Myers,1995,R,29 Sep 1995,"Horror, Thriller",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
892,Twelfth Night or What You Will,1996,PG,25 Oct 1996,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
893,Mother Night,1996,R,01 Nov 1996,"Drama, Romance, War",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
894,Liebelei,1933,UNRATED,27 Feb 1936,"Drama, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
895,Venice/Venice,1992,R,09 Oct 1992,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
896,Wild Reeds,1994,UNRATED,10 May 1995,Drama,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
897,For Whom the Bell Tolls,1943,UNRATED,28 Apr 1944,"Adventure, Drama, History",False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
898,The Philadelphia Story,1940,UNRATED,17 Jan 1941,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
899,Singin' in the Rain,1952,G,11 Apr 1952,"Comedy, Musical, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
900,An American in Paris,1951,UNRATED,11 Nov 1951,"Drama, Musical, Romance",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
901,Funny Face,1957,UNRATED,13 Feb 1957,"Comedy, Musical, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
902,Breakfast at Tiffany's,1961,UNRATED,04 Nov 1961,"Comedy, Drama, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
903,Vertigo,1958,PG,21 Jul 1958,"Mystery, Romance, Thriller",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
904,Rear Window,1954,PG,01 Sep 1954,"Mystery, Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
905,It Happened One Night,1934,UNRATED,22 Feb 1934,"Comedy, Romance",False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
906,Gaslight,1944,UNRATED,30 Oct 1944,"Crime, Drama, Mystery",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False
